Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
ABC,AmerisourceBergen Corporation (Holding Co),86.59,$17.83B,n/a,Health Care,Other Pharmaceuticals,https://old.nasdaq.com/symbol/abc
CMS,CMS Energy Corporation,62.82,$17.83B,n/a,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/cms
LH,Laboratory Corporation of America Holdings,182.59,$17.75B,n/a,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/lh
CHD,"Church & Dwight Company, Inc.",71.86,$17.65B,n/a,Basic Industries,Package Goods/Cosmetics,https://old.nasdaq.com/symbol/chd
EFX,"Equifax, Inc.",145.09,$17.59B,n/a,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/efx
SSI,"Stage Stores, Inc.",0.6068,$17.54M,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://old.nasdaq.com/symbol/ssi
APO,"Apollo Global Management, Inc",42.31,$17.39B,2011,Finance,Investment Managers,https://old.nasdaq.com/symbol/apo
KEYS,Keysight Technologies Inc.,92.4,$17.35B,2014,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/keys
BKR,Baker Hughes Company,16.67,$17.19B,2017,Energy,Metal Fabrications,https://old.nasdaq.com/symbol/bkr
TRU,TransUnion,90.1,$17.01B,2015,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/tru
SMHI,SEACOR Marine Holdings Inc.,7.77,$169.81M,2017,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/smhi
PVH,PVH Corp.,73.06,$169.48M,n/a,Consumer Non-Durables,Apparel,https://old.nasdaq.com/symbol/pvh
NRP,Natural Resource Partners LP,13.77,$168.84M,2002,Energy,Coal Mining,https://old.nasdaq.com/symbol/nrp
TSQ,"Townsquare Media, Inc.",8.83,$167.43M,2014,Consumer Services,Broadcasting,https://old.nasdaq.com/symbol/tsq
GHM,Graham Corporation,16.85,$166.66M,n/a,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/ghm
PBT,Permian Basin Royalty Trust,3.55,$165.46M,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/pbt
NGVC,"Natural Grocers by Vitamin Cottage, Inc.",7.31,$164.4M,2012,Consumer Services,Food Chains,https://old.nasdaq.com/symbol/ngvc
CHL,China Mobile (Hong Kong) Ltd.,40.08,$164.13B,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/chl
HBB,Hamilton Beach Brands Holding Company,12.05,$162.88M,2017,Consumer Durables,Home Furnishings,https://old.nasdaq.com/symbol/hbb
ORCL,Oracle Corporation,50.78,$162.88B,1986,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/orcl
NE,Noble Corporation,0.6501,$162.4M,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/ne
BA,Boeing Company (The),287.76,$162.05B,n/a,Capital Goods,Aerospace,https://old.nasdaq.com/symbol/ba
EVC,Entravision Communications Corporation,1.91,$161.49M,2000,Consumer Services,Broadcasting,https://old.nasdaq.com/symbol/evc
TLRD,"Tailored Brands, Inc.",3.31,$160.28M,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://old.nasdaq.com/symbol/tlrd
GIB,CGI Inc.,70.29,$16.89B,n/a,Consumer Services,Professional Services,https://old.nasdaq.com/symbol/gib
MKL,Markel Corporation,1225.71,$16.89B,1986,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/mkl
CCL,Carnival Corporation,31.85,$16.81B,1987,Consumer Services,Marine Transportation,https://old.nasdaq.com/symbol/ccl
HES,Hess Corporation,55.02,$16.79B,n/a,Energy,Integrated oil Companies,https://old.nasdaq.com/symbol/hes
MTD,"Mettler-Toledo International, Inc.",691.65,$16.64B,1997,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://old.nasdaq.com/symbol/mtd
PEAK,"Healthpeak Properties, Inc.",32.77,$16.56B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/peak
PAYC,"Paycom Software, Inc.",281.36,$16.56B,2014,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/payc
ATUS,"Altice USA, Inc.",26.26,$16.49B,2017,Consumer Services,Television Services,https://old.nasdaq.com/symbol/atus
YUMC,"Yum China Holdings, Inc.",43.75,$16.45B,2016,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/yumc
NTZ,"Natuzzi, S.p.A.",1.49,$16.35M,1993,Consumer Durables,Home Furnishings,https://old.nasdaq.com/symbol/ntz
KEY,KeyCorp,16.71,$16.33B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/key
HPE,Hewlett Packard Enterprise Company,12.58,$16.27B,2015,Technology,Retail: Computer Software & Peripheral Equipment,https://old.nasdaq.com/symbol/hpe
COO,"The Cooper Companies, Inc. ",328.27,$16.14B,n/a,Health Care,Ophthalmic Goods,https://old.nasdaq.com/symbol/coo
TIF,Tiffany & Co.,133,$16.11B,1987,Consumer Services,Consumer Specialties,https://old.nasdaq.com/symbol/tif
RCL,Royal Caribbean Cruises Ltd.,77,$16.09B,1993,Consumer Services,Marine Transportation,https://old.nasdaq.com/symbol/rcl
NL,"NL Industries, Inc.",3.27,$159.43M,n/a,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/nl
BNED,"Barnes & Noble Education, Inc",3.29,$158.9M,2015,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/bned
AMPY,"MIDSTATES PETROLEUM COMPANY, INC.",4.05,$157.68M,2016,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/ampy
WLL,Whiting Petroleum Corporation,1.71,$156.12M,2003,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/wll
HOV,Hovnanian Enterprises Inc,25.42,$155.84M,n/a,Capital Goods,Homebuilding,https://old.nasdaq.com/symbol/hov
SAP,SAP SE,124.81,$153.33B,n/a,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/sap
CRM,Salesforce.com Inc,172.15,$152.7B,2004,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/crm
MCD,McDonald&#39;s Corporation,201,$151.37B,n/a,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/mcd
FMX,Fomento Economico Mexicano S.A.B. de C.V.,84.01,$150.3B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://old.nasdaq.com/symbol/fmx
VMC,Vulcan Materials Company,118.72,$15.71B,n/a,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://old.nasdaq.com/symbol/vmc
INVH,Invitation Homes Inc.,28.94,$15.68B,2017,Finance,Real Estate,https://old.nasdaq.com/symbol/invh
TFX,Teleflex Incorporated,337.1,$15.63B,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/tfx
HAL,Halliburton Company,17.39,$15.3B,n/a,Energy,Oilfield Services/Equipment,https://old.nasdaq.com/symbol/hal
AGR,"Avangrid, Inc.",49.78,$15.38B,2015,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/agr
MAA,"Mid-America Apartment Communities, Inc.",134.2,$15.34B,1994,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/maa
CGA,"China Green Agriculture, Inc.",2.393,$15.2M,n/a,Basic Industries,Agricultural Chemicals,https://old.nasdaq.com/symbol/cga
EVRG,"Evergy, Inc.",67,$15.27B,2018,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/evrg
CAH,"Cardinal Health, Inc.",52.25,$15.25B,n/a,Health Care,Other Pharmaceuticals,https://old.nasdaq.com/symbol/cah
TWLO,Twilio Inc.,110.91,$15.22B,2016,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/twlo
BIP,Brookfield Infrastructure Partners LP,51.74,$15.19B,n/a,Consumer Services,Marine Transportation,https://old.nasdaq.com/symbol/bip
DOV,Dover Corporation,105.24,$15.19B,n/a,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/dov
AMCR,Amcor plc,9.46,$15.17B,2019,Consumer Durables,Miscellaneous manufacturing industries,https://old.nasdaq.com/symbol/amcr
OMC,Omnicom Group Inc.,69.52,$15.08B,n/a,Technology,Advertising,https://old.nasdaq.com/symbol/omc
GWW,"W.W. Grainger, Inc.",279.79,$15.01B,n/a,Consumer Services,Office Equipment/Supplies/Services,https://old.nasdaq.com/symbol/gww
OSG,"Overseas Shipholding Group, Inc.",1.74,$149.08M,2015,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/osg
TUP,Tupperware Brands Corporation,3.04,$148.65M,n/a,Consumer Non-Durables,Plastic Products,https://old.nasdaq.com/symbol/tup
NSCO,"Nesco Holdings, Inc.",3.02,$148.08M,2017,Technology,Diversified Commercial Services,https://old.nasdaq.com/symbol/nsco
WEI,Weidai Ltd.,2.08,$146.53M,2018,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/wei
HPR,HighPoint Resources Corporation,0.6807,$145.45M,2018,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/hpr
CEIX,CONSOL Energy Inc.,5.59,$144.96M,2017,Energy,Coal Mining,https://old.nasdaq.com/symbol/ceix
CSLT,"Castlight Health, inc.",0.99,$144.71M,2014,Technology,EDP Services,https://old.nasdaq.com/symbol/cslt
TREC,Trecora Resources,5.84,$144.34M,n/a,Energy,Integrated oil Companies,https://old.nasdaq.com/symbol/trec
UL,Unilever PLC,54.75,$143.9B,n/a,Basic Industries,Package Goods/Cosmetics,https://old.nasdaq.com/symbol/ul
BPT,BP Prudhoe Bay Royalty Trust,6.68,$142.95M,n/a,Energy,Integrated oil Companies,https://old.nasdaq.com/symbol/bpt
RRD,R.R. Donnelley & Sons Company,2,$141.8M,n/a,Miscellaneous,Publishing,https://old.nasdaq.com/symbol/rrd
RYB,"RYB Education, Inc.",4.94,$141.34M,2017,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/ryb
UN,Unilever NV,53.81,$140.81B,n/a,Basic Industries,Package Goods/Cosmetics,https://old.nasdaq.com/symbol/un
MEC,"Mayville Engineering Company, Inc.",7.12,$140.55M,2019,Capital Goods,Industrial Specialties,https://old.nasdaq.com/symbol/mec
LDOS,"Leidos Holdings, Inc.",105.11,$14.86B,n/a,Technology,EDP Services,https://old.nasdaq.com/symbol/ldos
DGX,Quest Diagnostics Incorporated,110.97,$14.81B,n/a,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/dgx
ANET,"Arista Networks, Inc.",193.18,$14.77B,2014,Technology,Computer Communications Equipment,https://old.nasdaq.com/symbol/anet
BURL,"Burlington Stores, Inc.",221.24,$14.66B,2013,Consumer Services,Department/Specialty Retail Stores,https://old.nasdaq.com/symbol/burl
KSU,Kansas City Southern,152.34,$14.65B,n/a,Transportation,Railroads,https://old.nasdaq.com/symbol/ksu
SUI,"Sun Communities, Inc.",156.78,$14.63B,1993,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/sui
BAP,Credicorp Ltd.,182.81,$14.58B,n/a,Finance,Commercial Banks,https://old.nasdaq.com/symbol/bap
IP,International Paper Company,37.06,$14.53B,n/a,Basic Industries,Paper,https://old.nasdaq.com/symbol/ip
XYL,Xylem Inc.,80.66,$14.53B,2011,Capital Goods,Fluid Controls,https://old.nasdaq.com/symbol/xyl
MT,ArcelorMittal,14.28,$14.45B,n/a,Basic Industries,Steel/Iron Ore,https://old.nasdaq.com/symbol/mt
WORK,"Slack Technologies, Inc.",26.22,$14.43B,2019,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/work
KMX,CarMax Inc,88.19,$14.41B,n/a,Consumer Durables,Automotive Aftermarket,https://old.nasdaq.com/symbol/kmx
MLM,"Martin Marietta Materials, Inc.",230.98,$14.37B,1994,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://old.nasdaq.com/symbol/mlm
FCX,"Freeport-McMoran, Inc.",9.8,$14.22B,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/fcx
HEI,Heico Corporation,105.32,$14.18B,n/a,Capital Goods,Aerospace,https://old.nasdaq.com/symbol/hei
ELVT,"Elevate Credit, Inc.",3.25,$139.82M,2017,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/elvt
NVO,Novo Nordisk A/S,59.49,$139.71B,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/nvo
ABT,Abbott Laboratories,79.19,$139.65B,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/abt
GNC,"GNC Holdings, Inc.",1.65,$139.53M,2011,Consumer Non-Durables,Food Chains,https://old.nasdaq.com/symbol/gnc
NGS,"Natural Gas Services Group, Inc.",10.3,$138.75M,2002,Energy,Oilfield Services/Equipment,https://old.nasdaq.com/symbol/ngs
EARN,Ellington Residential Mortgage REIT,11.13,$138.63M,2013,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/earn
NKE,"Nike, Inc.",88.55,$137.91B,n/a,Consumer Non-Durables,Shoe Manufacturing,https://old.nasdaq.com/symbol/nke
HSBC,HSBC Holdings plc,33.82,$137.4B,n/a,Finance,Savings Institutions,https://old.nasdaq.com/symbol/hsbc
TWI,"Titan International, Inc.",2.28,$137.46M,n/a,Basic Industries,Steel/Iron Ore,https://old.nasdaq.com/symbol/twi
C,Citigroup Inc.,64.45,$135.76B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/c
MDT,Medtronic plc,100.98,$135.39B,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://old.nasdaq.com/symbol/mdt
BMY,Bristol-Myers Squibb Company,59.58,$134.5B,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/bmy
SB,"Safe Bulkers, Inc",1.27,$132.8M,2008,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/sb
KODK,Eastman Kodak Company,3.04,$131.4M,n/a,Miscellaneous,Industrial Machinery/Components,https://old.nasdaq.com/symbol/kodk
JAX,"J. Alexander&#39;s Holdings, Inc.",8.77,$131.19M,2015,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/jax
NINE,"Nine Energy Service, Inc.",4.29,$131.14M,2018,Energy,Oilfield Services/Equipment,https://old.nasdaq.com/symbol/nine
RYAM,Rayonier Advanced Materials Inc.,2.06,$130.21M,2014,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/ryam
WPC,W. P. Carey Inc.,80.73,$13.91B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/wpc
MGA,"Magna International, Inc.",45.52,$13.8B,n/a,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/mga
STE,STERIS plc,163.62,$13.88B,n/a,Health Care,Industrial Specialties,https://old.nasdaq.com/symbol/ste
CFG,"Citizens Financial Group, Inc.",32.44,$13.87B,2014,Finance,Major Banks,https://old.nasdaq.com/symbol/cfg
WPM,Wheaton Precious Metals Corp.,30.96,$13.86B,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/wpm
UDR,"UDR, Inc.",47.01,$13.85B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/udr
CPB,Campbell Soup Company,45.7,$13.79B,n/a,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/cpb
NVR,"NVR, Inc.",3746.04,$13.78B,n/a,Capital Goods,Homebuilding,https://old.nasdaq.com/symbol/nvr
NMR,Nomura Holdings Inc ADR,4.49,$13.68B,n/a,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/nmr
CVNA,Carvana Co.,88.77,$13.45B,2017,Consumer Durables,Automotive Aftermarket,https://old.nasdaq.com/symbol/cvna
DPZ,Domino&#39;s Pizza Inc,347.86,$13.45B,2004,Consumer Non-Durables,Food Distributors,https://old.nasdaq.com/symbol/dpz
L,Loews Corporation,46.21,$13.3B,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/l
TEVA,Teva Pharmaceutical Industries Limited,12.21,$13.34B,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/teva
RF,Regions Financial Corporation,13.85,$13.26B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/rf
NLY,Annaly Capital Management Inc,9.21,$13.17B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/nly
CTL,"CenturyLink, Inc.",12.08,$13.17B,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/ctl
WAB,Westinghouse Air Brake Technologies Corporation,68.7,$13.17B,n/a,Capital Goods,Railroads,https://old.nasdaq.com/symbol/wab
ARNC,Arconic Inc.,30.38,$13.15B,n/a,Capital Goods,Metal Fabrications,https://old.nasdaq.com/symbol/arnc
ATO,Atmos Energy Corporation,107.2,$13.11B,n/a,Public Utilities,Oil/Gas Transmission,https://old.nasdaq.com/symbol/ato
LW,"Lamb Weston Holdings, Inc.",89.45,$13.07B,2016,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/lw
EXR,Extra Space Storage Inc,100.69,$13.05B,2004,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/exr
IFF,"International Flavors & Fragrances, Inc.",122.23,$13.05B,n/a,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/iff
RJF,"Raymond James Financial, Inc.",86.18,$12B,n/a,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/rjf
DAC,Danaos Corporation,5.24,$129.9M,2006,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/dac
PM,Philip Morris International Inc,83.07,$129.25B,n/a,Consumer Non-Durables,Farming/Seeds/Milling,https://old.nasdaq.com/symbol/pm
FENG,Phoenix New Media Limited,1.7712,$128.93M,2011,Consumer Services,Broadcasting,https://old.nasdaq.com/symbol/feng
BGG,Briggs & Stratton Corporation,2.99,$127.01M,n/a,Energy,Industrial Machinery/Components,https://old.nasdaq.com/symbol/bgg
ABBV,AbbVie Inc.,85.42,$126.35B,2012,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/abbv
NEE,"NextEra Energy, Inc.",255.85,$125.1B,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/nee
JE,"Just Energy Group, Inc.",0.82,$124.26M,n/a,Public Utilities,Oil/Gas Transmission,https://old.nasdaq.com/symbol/je
DHX,"DHI Group, Inc.",2.31,$124.23M,2007,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/dhx
LLY,Eli Lilly and Company,129.19,$123.56B,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/lly
VNCE,Vince Holding Corp.,10.34,$120.77M,2013,Consumer Services,Clothing/Shoe/Accessory Stores,https://old.nasdaq.com/symbol/vnce
SQNS,Sequans Communications S.A.,5.04,$120.44M,2011,Technology,Semiconductors,https://old.nasdaq.com/symbol/sqns
ENIA,Enel Americas S.A.,8.52,$12.97B,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/enia
SHG,Shinhan Financial Group Co Ltd,27.26,$12.93B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/shg
SKM,"SK Telecom Co., Ltd.",19.61,$12.92B,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/skm
PKX,POSCO,40.19,$12.88B,1994,Basic Industries,Steel/Iron Ore,https://old.nasdaq.com/symbol/pkx
CAG,"ConAgra Brands, Inc.",26.37,$12.84B,n/a,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/cag
MGM,MGM Resorts International,25.52,$12.84B,n/a,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/mgm
WRB,W.R. Berkley Corporation,69.99,$12.84B,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/wrb
WAT,Waters Corporation,198.82,$12.81B,1995,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://old.nasdaq.com/symbol/wat
ELS,"Equity Lifestyle Properties, Inc.",70.18,$12.78B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/els
CXO,Concho Resources Inc.,64.49,$12.69B,2007,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/cxo
NUE,Nucor Corporation,41.81,$12.62B,n/a,Basic Industries,Steel/Iron Ore,https://old.nasdaq.com/symbol/nue
PSXP,Phillips 66 Partners LP,55.3,$12.62B,2013,Energy,Natural Gas Distribution,https://old.nasdaq.com/symbol/psxp
GPC,Genuine Parts Company,86.71,$12.61B,n/a,Capital Goods,Automotive Aftermarket,https://old.nasdaq.com/symbol/gpc
MMP,Magellan Midstream Partners L.P.,55.14,$12.56B,n/a,Energy,Natural Gas Distribution,https://old.nasdaq.com/symbol/mmp
DRE,Duke Realty Corporation,33.88,$12.48B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/dre
TYL,"Tyler Technologies, Inc.",315.65,$12.44B,n/a,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/tyl
J,Jacobs Engineering Group Inc.,93.32,$12.42B,n/a,Basic Industries,Military/Government/Technical,https://old.nasdaq.com/symbol/j
TDY,Teledyne Technologies Incorporated,339.17,$12.42B,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/tdy
BRO,"Brown & Brown, Inc.",44.01,$12.39B,n/a,Finance,Specialty Insurers,https://old.nasdaq.com/symbol/bro
BR,"Broadridge Financial Solutions, Inc.",107.69,$12.36B,n/a,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/br
LYV,"Live Nation Entertainment, Inc.",57.75,$12.34B,n/a,Consumer Services,Services-Misc. Amusement & Recreation,https://old.nasdaq.com/symbol/lyv
ROL,"Rollins, Inc.",37.66,$12.33B,n/a,Finance,Diversified Commercial Services,https://old.nasdaq.com/symbol/rol
KB,KB Financial Group Inc,31.73,$12.29B,n/a,Finance,Commercial Banks,https://old.nasdaq.com/symbol/kb
GDDY,GoDaddy Inc.,70.17,$12.27B,2015,Technology,EDP Services,https://old.nasdaq.com/symbol/gddy
SJM,J.M. Smucker Company (The),106.11,$12.1B,n/a,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/sjm
EPAM,"EPAM Systems, Inc.",220.84,$12.19B,2012,Technology,EDP Services,https://old.nasdaq.com/symbol/epam
RYCE,Amira Nature Foods Ltd,6.03,$12.17M,2012,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/ryce
AES,The AES Corporation,18.29,$12.14B,n/a,Basic Industries,Electric Utilities: Central,https://old.nasdaq.com/symbol/aes
CNP,"CenterPoint Energy, Inc.",24.16,$12.13B,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/cnp
DRI,"Darden Restaurants, Inc.",99.36,$12.07B,n/a,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/dri
KEP,Korea Electric Power Corporation,9.4,$12.07B,1994,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/kep
ROYT,Pacific Coast Oil Trust,0.3113,$12.01M,2012,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/royt
TMO,Thermo Fisher Scientific Inc,297.08,$119.13B,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/tmo
ACN,Accenture plc,186.44,$118.51B,2001,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/acn
AZN,Astrazeneca PLC,45.07,$118.28B,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/azn
IBM,International Business Machines Corporation,133.11,$118.26B,n/a,Technology,Computer Manufacturing,https://old.nasdaq.com/symbol/ibm
BUD,Anheuser-Busch Inbev SA,60.21,$117.97B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://old.nasdaq.com/symbol/bud
CULP,"Culp, Inc.",9.38,$116.42M,n/a,Basic Industries,Textiles,https://old.nasdaq.com/symbol/culp
UTX,United Technologies Corporation,132.18,$114.38B,n/a,Capital Goods,Aerospace,https://old.nasdaq.com/symbol/utx
EGY,"VAALCO Energy, Inc. ",1.95,$113.86M,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/egy
HON,Honeywell International Inc.,159.55,$113.7B,n/a,Capital Goods,Aerospace,https://old.nasdaq.com/symbol/hon
BHP,BHP Group Limited,44.92,$113.6B,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/bhp
ORN,"Orion Group Holdings, Inc.",3.83,$113.18M,n/a,Basic Industries,Military/Government/Technical,https://old.nasdaq.com/symbol/orn
BXC,BlueLinx Holdings Inc.,11.84,$110.88M,2004,Capital Goods,Wholesale Distributors,https://old.nasdaq.com/symbol/bxc
SJT,San Juan Basin Royalty Trust,2.37,$110.46M,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/sjt
TOT,Total S.A.,42.75,$110.42B,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/tot
UNP,Union Pacific Corporation,159.62,$110.18B,n/a,Transportation,Railroads,https://old.nasdaq.com/symbol/unp
CHWY,"Chewy, Inc.",30.07,$11.99B,2019,Consumer Services,Catalog/Specialty Distribution,https://old.nasdaq.com/symbol/chwy
FMC,FMC Corporation,92.36,$11.97B,n/a,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/fmc
MAS,Masco Corporation,43.1,$11.97B,n/a,Basic Industries,Forest Products,https://old.nasdaq.com/symbol/mas
AEM,Agnico Eagle Mines Limited,49.4,$11.86B,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/aem
WPP,WPP plc,47.92,$11.86B,n/a,Technology,Advertising,https://old.nasdaq.com/symbol/wpp
EBR,Centrais Electricas Brasileiras S.A.- Eletrobras,7.53,$11.81B,2016,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/ebr
IT,"Gartner, Inc.",131.29,$11.7B,1993,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/it
LN,LINE Corporation,48.8,$11.69B,2016,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/ln
CIB,BanColombia S.A.,48.35,$11.63B,n/a,Finance,Commercial Banks,https://old.nasdaq.com/symbol/cib
VICI,VICI Properties Inc.,24.8,$11.62B,2018,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/vici
CNA,CNA Financial Corporation,42.77,$11.61B,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/cna
IEX,IDEX Corporation,152.15,$11.59B,1989,Capital Goods,Fluid Controls,https://old.nasdaq.com/symbol/iex
PINS,"Pinterest, Inc.",20.21,$11.57B,2019,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/pins
SUZ,Suzano S.A.,8.48,$11.44B,2018,Basic Industries,Paper,https://old.nasdaq.com/symbol/suz
VAR,"Varian Medical Systems, Inc.",126.1,$11.43B,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://old.nasdaq.com/symbol/var
WST,"West Pharmaceutical Services, Inc.",154.81,$11.43B,n/a,Basic Industries,Specialty Chemicals,https://old.nasdaq.com/symbol/wst
ELAN,Elanco Animal Health Incorporated,28.13,$11.2B,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/elan
PHM,"PulteGroup, Inc.",41.74,$11.27B,n/a,Capital Goods,Homebuilding,https://old.nasdaq.com/symbol/phm
BEN,"Franklin Resources, Inc.",22.64,$11.25B,n/a,Finance,Investment Managers,https://old.nasdaq.com/symbol/ben
UHS,"Universal Health Services, Inc.",128.24,$11.23B,n/a,Health Care,Hospital/Nursing Management,https://old.nasdaq.com/symbol/uhs
